rows,cols,implementation,sample,order_slot,elapsed_ms,seed
1024,1024,workspace_fresh,3,1,1.942724,20260829
1024,1024,workspace_reuse,3,2,1.612411,20260829
1024,1024,workspace_fresh,4,0,1.971667,20260829
1024,1024,workspace_reuse,4,1,1.589721,20260829
1024,1024,warp_wrapper,4,2,1.965143,20260829
1024,1024,workspace_reuse,5,0,1.575873,20260829
1024,1024,warp_wrapper,5,1,1.940647,20260829
1024,1024,workspace_fresh,5,2,1.975486,20260829
1024,1024,warp_wrapper,6,0,1.90191,20260829
1024,1024,workspace_fresh,6,1,1.889298,20260829
1024,1024,workspace_reuse,6,2,1.563063,20260829
1024,1024,workspace_fresh,7,0,1.930299,20260829
1024,1024,workspace_reuse,7,1,1.636114,20260829
1024,1024,warp_wrapper,7,2,1.926469,20260829
1024,1024,workspace_reuse,8,0,1.571856,20260829
1024,1024,warp_wrapper,8,1,1.919411,20260829
1024,1024,workspace_fresh,8,2,1.922278,20260829
1024,1024,warp_wrapper,9,0,1.961785,20260829
1024,1024,workspace_fresh,9,1,1.912935,20260829
1024,1024,workspace_reuse,9,2,1.580875,20260829
1024,1024,workspace_fresh,10,0,1.927407,20260829
1024,1024,workspace_reuse,10,1,1.597504,20260829
1024,1024,warp_wrapper,10,2,1.93638,20260829
1024,1024,workspace_reuse,11,0,1.575039,20260829
1024,1024,warp_wrapper,11,1,1.933491,20260829
1024,1024,workspace_fresh,11,2,1.899226,20260829
1024,1024,warp_wrapper,12,0,1.88126,20260829
1024,1024,workspace_fresh,12,1,1.922796,20260829
1024,1024,workspace_reuse,12,2,1.609331,20260829
1024,1024,workspace_fresh,13,0,1.928242,20260829
1024,1024,workspace_reuse,13,1,1.578835,20260829
1024,1024,warp_wrapper,13,2,1.907845,20260829
1024,1024,workspace_reuse,14,0,1.571277,20260829
1024,1024,warp_wrapper,14,1,2.329168,20260829
1024,1024,workspace_fresh,14,2,1.947913,20260829
1024,1024,warp_wrapper,15,0,1.889133,20260829
1024,1024,workspace_fresh,15,1,1.875151,20260829
1024,1024,workspace_reuse,15,2,1.56887,20260829
1024,1024,workspace_fresh,16,0,1.941954,20260829
1024,1024,workspace_reuse,16,1,1.598756,20260829
1024,1024,warp_wrapper,16,2,1.95802,20260829
1024,1024,workspace_reuse,17,0,1.590092,20260829
1024,1024,warp_wrapper,17,1,2.01542,20260829
1024,1024,workspace_fresh,17,2,1.954889,20260829
1024,1024,warp_wrapper,18,0,1.934323,20260829
1024,1024,workspace_fresh,18,1,1.934522,20260829
1024,1024,workspace_reuse,18,2,1.597043,20260829
1024,1024,workspace_fresh,19,0,1.906879,20260829
1024,1024,workspace_reuse,19,1,1.573966,20260829
1024,1024,warp_wrapper,19,2,1.925824,20260829
1024,1024,workspace_reuse,20,0,1.847653,20260829
1024,1024,warp_wrapper,20,1,1.961779,20260829
1024,1024,workspace_fresh,20,2,1.903698,20260829
1024,2048,warp_wrapper,0,0,3.815589,20260829
1024,2048,workspace_fresh,0,1,3.744243,20260829
1024,2048,workspace_reuse,0,2,3.384379,20260829
1024,2048,workspace_fresh,1,0,3.764752,20260829
1024,2048,workspace_reuse,1,1,3.217812,20260829
1024,2048,warp_wrapper,1,2,3.795247,20260829
1024,2048,workspace_reuse,2,0,3.239201,20260829
1024,2048,warp_wrapper,2,1,3.746998,20260829
1024,2048,workspace_fresh,2,2,3.817368,20260829
1024,2048,warp_wrapper,3,0,3.772663,20260829
1024,2048,workspace_fresh,3,1,3.744268,20260829
1024,2048,workspace_reuse,3,2,3.202275,20260829
1024,2048,workspace_fresh,4,0,3.725236,20260829
1024,2048,workspace_reuse,4,1,3.374613,20260829
1024,2048,warp_wrapper,4,2,3.724505,20260829
1024,2048,workspace_reuse,5,0,3.211146,20260829
1024,2048,warp_wrapper,5,1,3.816665,20260829
1024,2048,workspace_fresh,5,2,3.807119,20260829
1024,2048,warp_wrapper,6,0,3.7814,20260829
1024,2048,workspace_fresh,6,1,3.768431,20260829
1024,2048,workspace_reuse,6,2,3.312342,20260829
1024,2048,workspace_fresh,7,0,3.773464,20260829
1024,2048,workspace_reuse,7,1,3.229408,20260829
1024,2048,warp_wrapper,7,2,3.788308,20260829
1024,2048,workspace_reuse,8,0,3.311114,20260829
1024,2048,warp_wrapper,8,1,3.94608,20260829
1024,2048,workspace_fresh,8,2,3.964126,20260829
1024,2048,warp_wrapper,9,0,3.921644,20260829
1024,2048,workspace_fresh,9,1,3.988771,20260829
1024,2048,workspace_reuse,9,2,3.442563,20260829
1024,2048,workspace_fresh,10,0,4.050505,20260829
1024,2048,workspace_reuse,10,1,3.43988,20260829
1024,2048,warp_wrapper,10,2,3.955608,20260829
1024,2048,workspace_reuse,11,0,3.545036,20260829
1024,2048,warp_wrapper,11,1,4.067371,20260829
1024,2048,workspace_fresh,11,2,3.976686,20260829
1024,2048,warp_wrapper,12,0,4.042656,20260829
1024,2048,workspace_fresh,12,1,4.035084,20260829
1024,2048,workspace_reuse,12,2,3.650448,20260829
1024,2048,workspace_fresh,13,0,4.01861,20260829
1024,2048,workspace_reuse,13,1,3.375689,20260829
1024,2048,warp_wrapper,13,2,3.930978,20260829
1024,2048,workspace_reuse,14,0,4.659722,20260829
1024,2048,warp_wrapper,14,1,4.205837,20260829
1024,2048,workspace_fresh,14,2,4.031305,20260829
1024,2048,warp_wrapper,15,0,3.850855,20260829
1024,2048,workspace_fresh,15,1,3.915705,20260829
1024,2048,workspace_reuse,15,2,3.306922,20260829
1024,2048,workspace_fresh,16,0,3.804267,20260829
1024,2048,workspace_reuse,16,1,3.364789,20260829
1024,2048,warp_wrapper,16,2,3.858862,20260829
1024,2048,workspace_reuse,17,0,3.336025,20260829
1024,2048,warp_wrapper,17,1,4.028539,20260829
1024,2048,workspace_fresh,17,2,4.19634,20260829
1024,2048,warp_wrapper,18,0,3.907938,20260829
1024,2048,workspace_fresh,18,1,3.819897,20260829
1024,2048,workspace_reuse,18,2,3.342073,20260829
1024,2048,workspace_fresh,19,0,4.019409,20260829
1024,2048,workspace_reuse,19,1,3.240058,20260829
1024,2048,warp_wrapper,19,2,3.692178,20260829
1024,2048,workspace_reuse,20,0,3.275295,20260829
1024,2048,warp_wrapper,20,1,3.79474,20260829
1024,2048,workspace_fresh,20,2,3.740312,20260829
1024,4097,warp_wrapper,0,0,8.286611,20260829
1024,4097,workspace_fresh,0,1,8.21276,20260829
1024,4097,workspace_reuse,0,2,7.348773,20260829
1024,4097,workspace_fresh,1,0,8.226298,20260829
1024,4097,workspace_reuse,1,1,7.303952,20260829
1024,4097,warp_wrapper,1,2,8.216111,20260829
1024,4097,workspace_reuse,2,0,7.348529,20260829
1024,4097,warp_wrapper,2,1,8.346888,20260829
1024,4097,workspace_fresh,2,2,8.188903,20260829
1024,4097,warp_wrapper,3,0,7.986944,20260829
1024,4097,workspace_fresh,3,1,8.250958,20260829
1024,4097,workspace_reuse,3,2,7.49644,20260829
1024,4097,workspace_fresh,4,0,8.383196,20260829
1024,4097,workspace_reuse,4,1,7.569381,20260829
1024,4097,warp_wrapper,4,2,8.487061,20260829
1024,4097,workspace_reuse,5,0,7.452456,20260829
1024,4097,warp_wrapper,5,1,8.320494,20260829
1024,4097,workspace_fresh,5,2,8.29038,20260829
1024,4097,warp_wrapper,6,0,8.074914,20260829
1024,4097,workspace_fresh,6,1,8.0931,20260829
1024,4097,workspace_reuse,6,2,7.242992,20260829
1024,4097,workspace_fresh,7,0,8.165326,20260829
1024,4097,workspace_reuse,7,1,7.152064,20260829
1024,4097,warp_wrapper,7,2,15.82223,20260829
1024,4097,workspace_reuse,8,0,7.302948,20260829
1024,4097,warp_wrapper,8,1,8.399516,20260829
1024,4097,workspace_fresh,8,2,8.684405,20260829
1024,4097,warp_wrapper,9,0,8.241921,20260829
1024,4097,workspace_fresh,9,1,8.139067,20260829
1024,4097,workspace_reuse,9,2,7.394346,20260829
1024,4097,workspace_fresh,10,0,8.569453,20260829
1024,4097,workspace_reuse,10,1,7.949588,20260829
1024,4097,warp_wrapper,10,2,8.357811,20260829
1024,4097,workspace_reuse,11,0,7.393258,20260829
1024,4097,warp_wrapper,11,1,8.262573,20260829
1024,4097,workspace_fresh,11,2,7.968184,20260829
1024,4097,warp_wrapper,12,0,8.097822,20260829
1024,4097,workspace_fresh,12,1,8.11438,20260829
1024,4097,workspace_reuse,12,2,7.243505,20260829
1024,4097,workspace_fresh,13,0,8.097896,20260829
1024,4097,workspace_reuse,13,1,7.407663,20260829
1024,4097,warp_wrapper,13,2,8.194224,20260829
1024,4097,workspace_reuse,14,0,7.460481,20260829
1024,4097,warp_wrapper,14,1,8.302909,20260829
1024,4097,workspace_fresh,14,2,8.298228,20260829
1024,4097,warp_wrapper,15,0,8.232814,20260829
1024,4097,workspace_fresh,15,1,8.277195,20260829
1024,4097,workspace_reuse,15,2,7.443888,20260829
1024,4097,workspace_fresh,16,0,9.61372,20260829
1024,4097,workspace_reuse,16,1,7.564012,20260829
1024,4097,warp_wrapper,16,2,8.164905,20260829
1024,4097,workspace_reuse,17,0,7.229556,20260829
1024,4097,warp_wrapper,17,1,8.5527,20260829
1024,4097,workspace_fresh,17,2,8.105874,20260829
1024,4097,warp_wrapper,18,0,8.252314,20260829
1024,4097,workspace_fresh,18,1,8.375919,20260829
1024,4097,workspace_reuse,18,2,7.363744,20260829
1024,4097,workspace_fresh,19,0,8.208414,20260829
1024,4097,workspace_reuse,19,1,7.461037,20260829
1024,4097,warp_wrapper,19,2,8.13741,20260829
1024,4097,workspace_reuse,20,0,7.441584,20260829
1024,4097,warp_wrapper,20,1,8.297377,20260829
1024,4097,workspace_fresh,20,2,8.304899,20260829
