rows,cols,implementation,scope,sample,order_slot,elapsed_ms,seed
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,8,0,0.344859436154,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,8,1,0.401781871915,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,9,0,0.413687899709,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,9,1,0.35310164094,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,10,0,0.345502048731,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,10,1,0.410640612245,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,11,0,0.423654913902,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,11,1,0.422153621912,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,12,0,0.346029177308,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,12,1,0.397047027946,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,13,0,0.425908714533,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,13,1,0.356903299689,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,14,0,0.34293346107,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,14,1,0.411119312048,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,15,0,0.425990670919,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,15,1,0.407883897424,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,16,0,0.34499168396,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,16,1,0.40621496737,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,17,0,0.423332676291,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,17,1,0.349424779415,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,18,0,0.354580581188,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,18,1,0.396257266402,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,19,0,0.41377171874,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,19,1,0.417459756136,20260829
1024,257,torch_softmax,cpu_to_cuda_to_cpu_wall,20,0,0.355137512088,20260829
1024,257,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,20,1,0.41427090764,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,0,0,0.00792447984219,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,0,1,0.00858496010303,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,1,0,0.0070403200388,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,1,1,0.00614911973476,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,2,0,0.00606144011021,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,2,1,0.00700959980488,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,3,0,0.0068777602911,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,3,1,0.00616703987122,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,4,0,0.00606656014919,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,4,1,0.00693952023983,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,5,0,0.00695071995258,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,5,1,0.006203520298,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,6,0,0.0060211199522,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,6,1,0.00724960029125,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,7,0,0.006878079772,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,7,1,0.00614144027233,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,8,0,0.00604672014713,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,8,1,0.00694944024086,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,9,0,0.00695263981819,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,9,1,0.00610783994198,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,10,0,0.0060483199358,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,10,1,0.00696031987667,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,11,0,0.00688768029213,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,11,1,0.00606495976448,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,12,0,0.00617983996868,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,12,1,0.00692831993103,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,13,0,0.00692128002644,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,13,1,0.00610751986504,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,14,0,0.00605184018612,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,14,1,0.0068911999464,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,15,0,0.00695200026035,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,15,1,0.00707615971565,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,16,0,0.00611455976963,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,16,1,0.00705024003983,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,17,0,0.00696928024292,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,17,1,0.00613759994507,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,18,0,0.006143040061,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,18,1,0.00703360021114,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,19,0,0.00686847984791,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,19,1,0.00601311981678,20260829
1024,512,torch_softmax,resident_cuda_event_per_call,20,0,0.00628607988358,20260829
1024,512,kernel_lab_custom,resident_cuda_event_per_call,20,1,0.00694464027882,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,0,0,0.621151179075,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,0,1,0.595141202211,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,1,0,0.501656904817,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,1,1,0.513939186931,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,2,0,0.610087066889,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,2,1,0.509178265929,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,3,0,0.49819983542,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,3,1,0.492906197906,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,4,0,0.500911846757,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,4,1,0.501703470945,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,5,0,0.504955649376,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,5,1,0.507386401296,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,6,0,0.490799546242,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,6,1,0.49627572298,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,7,0,0.49533136189,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,7,1,0.512383878231,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,8,0,0.489519909024,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,8,1,0.504620373249,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,9,0,0.501656904817,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,9,1,0.499965623021,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,10,0,0.494731590152,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,10,1,0.503860414028,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,11,0,0.5097463727,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,11,1,0.534038990736,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,12,0,0.577816739678,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,12,1,0.563120469451,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,13,0,0.547742471099,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,13,1,0.524170696735,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,14,0,0.498672947288,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,14,1,0.514151528478,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,15,0,0.513153150678,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,15,1,0.517221167684,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,16,0,0.516712665558,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,16,1,0.514900311828,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,17,0,0.513082370162,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,17,1,0.499652698636,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,18,0,0.493593513966,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,18,1,0.486277043819,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,19,0,0.496167689562,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,19,1,0.487824901938,20260829
1024,512,torch_softmax,cpu_to_cuda_to_cpu_wall,20,0,0.485263764858,20260829
1024,512,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,20,1,0.495444983244,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,0,0,0.017860159874,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,0,1,0.0185142397881,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,1,0,0.0185190403461,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,1,1,0.0178540802002,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,2,0,0.0177251195908,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,2,1,0.0185977602005,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,3,0,0.0185203194618,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,3,1,0.0177715194225,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,4,0,0.0178208005428,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,4,1,0.0185315203667,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,5,0,0.0184633600712,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,5,1,0.0178057599068,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,6,0,0.0178035199642,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,6,1,0.0185344004631,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,7,0,0.0185126399994,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,7,1,0.0179132795334,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,8,0,0.01784512043,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,8,1,0.0187241601944,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,9,0,0.0186044800282,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,9,1,0.0180089604855,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,10,0,0.0179315197468,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,10,1,0.0186800003052,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,11,0,0.0186435198784,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,11,1,0.0179375994205,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,12,0,0.0178179204464,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,12,1,0.018671040535,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,13,0,0.0187622404099,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,13,1,0.018212480545,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,14,0,0.0181139194965,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,14,1,0.0188902401924,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,15,0,0.0188579201698,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,15,1,0.0181273603439,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,16,0,0.0180470395088,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,16,1,0.0188886404037,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,17,0,0.0188838398457,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,17,1,0.0181443202496,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,18,0,0.0180979204178,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,18,1,0.0190307199955,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,19,0,0.019108799696,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,19,1,0.0183062398434,20260829
1024,1024,torch_softmax,resident_cuda_event_per_call,20,0,0.0182556796074,20260829
1024,1024,kernel_lab_custom,resident_cuda_event_per_call,20,1,0.0190911996365,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,0,0,3.09259258211,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,0,1,1.00494176149,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,1,0,1.0531693697,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,1,1,0.943591818213,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,2,0,1.03501230478,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,2,1,0.976240262389,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,3,0,0.986101105809,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,3,1,0.988723710179,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,4,0,0.960059463978,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,4,1,0.855054706335,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,5,0,0.93868561089,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,5,1,1.04765966535,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,6,0,0.834763050079,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,6,1,0.900063663721,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,7,0,0.945961102843,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,7,1,0.961154699326,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,8,0,0.959357246757,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,8,1,1.03562697768,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,9,0,0.875907018781,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,9,1,0.939041376114,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,10,0,0.917823985219,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,10,1,0.85891969502,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,11,0,0.976219773293,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,11,1,0.837868079543,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,12,0,0.782417133451,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,12,1,0.96882507205,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,13,0,0.914134085178,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,13,1,0.777263194323,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,14,0,0.757621601224,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,14,1,0.763980671763,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,15,0,0.975005328655,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,15,1,0.857448205352,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,16,0,0.755086541176,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,16,1,0.888159498572,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,17,0,0.841319561005,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,17,1,0.891329720616,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,18,0,0.887542963028,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,18,1,0.899195671082,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,19,0,0.780653208494,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,19,1,0.956123694777,20260829
1024,1024,torch_softmax,cpu_to_cuda_to_cpu_wall,20,0,0.947153195739,20260829
1024,1024,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,20,1,0.766346231103,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,0,0,0.0370547199249,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,0,1,0.0423087978363,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,1,0,0.0423660802841,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,1,1,0.0371056008339,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,2,0,0.0371068811417,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,2,1,0.0422691202164,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,3,0,0.0422476816177,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,3,1,0.037175359726,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,4,0,0.037220480442,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,4,1,0.0429030418396,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,5,0,0.0429302406311,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,5,1,0.0379689598083,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,6,0,0.0376911997795,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,6,1,0.0426255989075,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,7,0,0.0425439977646,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,7,1,0.0379823994637,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,8,0,0.0377622389793,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,8,1,0.0426076793671,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,9,0,0.0425744009018,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,9,1,0.0380931210518,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,10,0,0.0378825592995,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,10,1,0.0425238418579,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,11,0,0.0423555183411,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,11,1,0.0379449605942,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,12,0,0.0378688001633,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,12,1,0.0424988794327,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,13,0,0.0424560022354,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,13,1,0.0381929588318,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,14,0,0.0380790400505,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,14,1,0.0424569606781,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,15,0,0.0423804807663,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,15,1,0.0382751989365,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,16,0,0.0381404805183,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,16,1,0.042492480278,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,17,0,0.0423392009735,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,17,1,0.0382281589508,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,18,0,0.0382169604301,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,18,1,0.042392001152,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,19,0,0.0423615980148,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,19,1,0.0382857608795,20260829
1024,2048,torch_softmax,resident_cuda_event_per_call,20,0,0.0381718397141,20260829
1024,2048,kernel_lab_custom,resident_cuda_event_per_call,20,1,0.0424419212341,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,0,0,5.34021481872,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,0,1,1.70198827982,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,1,0,1.74997188151,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,1,1,5.62661327422,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,2,0,1.64730846882,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,2,1,1.62033364177,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,3,0,1.75542011857,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,3,1,1.80751085281,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,4,0,1.56015716493,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,4,1,1.74617394805,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,5,0,1.57711096108,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,5,1,1.66066363454,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,6,0,1.56912021339,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,6,1,1.68242491782,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,7,0,1.52742117643,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,7,1,1.68111175299,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,8,0,1.56386755407,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,8,1,1.7974153161,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,9,0,1.64096802473,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,9,1,1.67222879827,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,10,0,1.60054117441,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,10,1,1.68002210557,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,11,0,1.58696807921,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,11,1,1.67017616332,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,12,0,1.5587285161,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,12,1,1.69332884252,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,13,0,1.54811516404,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,13,1,1.67346745729,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,14,0,1.60925276577,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,14,1,1.66957080364,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,15,0,1.65547057986,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,15,1,1.70286744833,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,16,0,1.57121568918,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,16,1,1.6704890877,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,17,0,1.5846285969,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,17,1,1.80974416435,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,18,0,1.6327239573,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,18,1,1.67371891439,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,19,0,1.6025044024,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,19,1,1.68534368277,20260829
1024,2048,torch_softmax,cpu_to_cuda_to_cpu_wall,20,0,1.55390799046,20260829
1024,2048,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,20,1,1.69279612601,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,0,0,0.0720089578629,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,0,1,0.153737602234,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,1,0,0.153716163635,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,1,1,0.0724688005447,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,2,0,0.0723273611069,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,2,1,0.155521602631,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,3,0,0.155955200195,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,3,1,0.0731491184235,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,4,0,0.0727964782715,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,4,1,0.155629119873,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,5,0,0.155920000076,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,5,1,0.0731980800629,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,6,0,0.072698559761,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,6,1,0.155354557037,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,7,0,0.155568637848,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,7,1,0.0730236816406,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,8,0,0.0728326416016,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,8,1,0.15564576149,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,9,0,0.155355844498,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,9,1,0.073056640625,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,10,0,0.0727440023422,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,10,1,0.155738563538,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,11,0,0.155316476822,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,11,1,0.0730483198166,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,12,0,0.0727667188644,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,12,1,0.155303039551,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,13,0,0.155293121338,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,13,1,0.0729878377914,20260829
